"id","fqdn/ip","port","severity","finding","cve","cwe"
"DROWN_hint","www.justice.fr/185.24.184.180","443","INFO","Make sure you don't use this certificate elsewhere with SSLv2 enabled services, see https://search.censys.io/search?resource=hosts&virtual_hosts=INCLUDE&q=80232BDF1AA7DA5A26E0F1AE939F0BCA6D7AD15383BA3A28ECE3EBBCFDEAAFC0","CVE-2016-0800 CVE-2016-0703","CWE-310"
"LOGJAM","www.justice.fr/185.24.184.180","443","OK","not vulnerable, no DH EXPORT ciphers,","CVE-2015-4000","CWE-310"
"LOGJAM-common_primes","www.justice.fr/185.24.184.180","443","OK","no DH key with <= TLS 1.2","CVE-2015-4000","CWE-310"
"BEAST","www.justice.fr/185.24.184.180","443","OK","not vulnerable, no SSL3 or TLS1","CVE-2011-3389","CWE-20"
"LUCKY13","www.justice.fr/185.24.184.180","443","OK","not vulnerable","CVE-2013-0169","CWE-310"
"winshock","www.justice.fr/185.24.184.180","443","OK","not vulnerable","CVE-2014-6321","CWE-94"
"RC4","www.justice.fr/185.24.184.180","443","OK","not vulnerable","CVE-2013-2566 CVE-2015-2808","CWE-310"
"clientsimulation-android_60","www.justice.fr/185.24.184.180","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-android_70","www.justice.fr/185.24.184.180","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-android_81","www.justice.fr/185.24.184.180","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-android_90","www.justice.fr/185.24.184.180","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-android_X","www.justice.fr/185.24.184.180","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-android_11","www.justice.fr/185.24.184.180","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-android_12","www.justice.fr/185.24.184.180","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-chrome_79_win10","www.justice.fr/185.24.184.180","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-chrome_101_win10","www.justice.fr/185.24.184.180","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-firefox_66_win81","www.justice.fr/185.24.184.180","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-firefox_100_win10","www.justice.fr/185.24.184.180","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-ie_6_xp","www.justice.fr/185.24.184.180","443","INFO","No connection","",""
"clientsimulation-ie_8_win7","www.justice.fr/185.24.184.180","443","INFO","No connection","",""
"clientsimulation-ie_8_xp","www.justice.fr/185.24.184.180","443","INFO","No connection","",""
"clientsimulation-ie_11_win7","www.justice.fr/185.24.184.180","443","INFO","No connection","",""
